text,emotion
"['sorcer', 'station', 'curs', 'belgium']","neutro"
"['fernandino', 'tobi', 'alderwereild']","neutro"
"['today', 'eve', 'actual', 'tierdoku', 'quot', 'swallow', 'russia', 'quot', 'plan', 'chang']","neutro"
"['qu', 'know', 'beat', 'brazil', 'tomorrow']","positivo"
"['today', 'shirt', 'brazil', 'belgium', 'j', 'need', 'bet']","positivo"
"['want', 'car']","neutro"
"['today', 'brazil', 'belgium']","neutro"
"['brazil', 'two', 'goal', '1', 'brazil', 'two', 'goal', '1', 'brazil', 'two', 'goal', '1', 'brazil']","positivo"
['predict'],"neutro"
"['suck', 'soul', 'belga']","neutro"
['hello'],"positivo"
"['god', 'bless', 'hand', 'littl', 'tail', 'god', 'bless', 'ney', 'god', 'bless', 'hexa', 'today', 'brazil']","positivo"
"['aliv', 'mascot', 'russian']","neutro"
"['neymar', 'theater', 'deposit', 'brazil', 'belgium', 'becom', 'art', 'transfer']","negativo"
"['exhibit', 'hate', 'brazil', 'amassa', 'gringo', 'na', 'footbal', 'boot', 'rage', 'give', 'twist', 'entir', 'togeth', 'brazil']","negativo"
"['stick', 'belgium', 'brazil', 'x', 'belgium']","neutro"
"['nervou', 'game', 'camera', 'globe', 'seal', 'alisson', 'calm', 'pull', 'chimarrão', 'pull', 'one', 'chimarrão', 'guy']","neutro"
"['see', 'tomorrow', 'morn', 'work', 'tonight', 'red', 'devil', 'europ', 'belgium', 'fight']","neutro"
"['bye', 'uruguay', 'today', 'brazil', 'pass', 'catch', 'franc']","positivo"
"['make', 'histori', 'tonight', 'watch']","positivo"
"['hour', 'go', 'pass']","neutro"
"['1958', '1962', '1970', '1994', '2002', '2018', 'journey', 'far', 'awesom', 'three']","neutro"
"['amp', 'repli', 'predict', 'first', 'goalscor', 'brazil', 'v', 'belgium', 'amp', 'could', 'free', '20', 'use']","neutro"
"['brazilian', 'beat', 'day']","positivo"
"['today', 'eve', 'actual', 'tierdoku', 'quot', 'swallow', 'russia', 'quot', 'plan', 'chang']","neutro"
"['matchday', '20', '00', 'time']","neutro"
"['sourc', 'kompani', 'whore']","neutro"
"['committe', 'spirit', 'bad', 'leo', 'side', 'wa', 'belgium', 'like', 'togeth']","neutro"
"['would', 'see', 'semi', 'final', 'team', 'franc', 'belgium', 'love', 'brazil']","neutro"
"['greatest', '5', 'side', 'team', 'time', 'brazil', 'amp', 'belgium']","neutro"
"['faith', 'dad', 'neymar', 'cai']","negativo"
"['choic', 'winner', 'max', 'expect', 'result', 'match', 'bye', 'ritweet', 'halcyon', 'friend', 'elli', 'hatchev']","neutro"
"['today', 'eve', 'actual', 'tierdoku', 'quot', 'swallow', 'russia', 'quot', 'plan', 'chang']","neutro"
"['god', 'want', 'belgium', 'stay', 'back', 'fight', 'dad', 'heaven', 'command', 'today', 'brazil', 'x', 'belgium', 'brazil']","neutro"
"['quot', '4', '0', 'mr', 'ask', 'accord', 'cheer', 'quot', 'front', 'war', 'rechtsaußen', 'joh']","neutro"
"['brazil', 'vs', 'belgium', 'saturday', '07', 'juli', '2018', 'ko', 'pkl']","neutro"
"['wonder', 'mani', 'time', 'neymar', 'stop', 'drop', 'roll', 'lol']","negativo"
"['sorcer', 'station', 'curs', 'belgium']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['2', '1']","neutro"
"['video', 'shiver', 'foot', 'head', 'alway', 'watch', 'brazil']","neutro"
"['lukaku', 'like', 'jesu']","neutro"
"['hinon', 'hexa']","positivo"
"['show', 'even', 'make', 'support', 'tonight']","neutro"
"['ahhh', 'master', 'brazil']","positivo"
"['behav', 'like']","neutro"
"['god', 'want', 'belgium', 'stay', 'back', 'fight', 'dad', 'heaven', 'command', 'today', 'brazil', 'x', 'belgium', 'brazil']","positivo"
"['hype', 'game', 'honestli', 'go', 'either', 'way']","positivo"
"['icon', 'ye', 'side', 'adversari', 'row', 'bread', 'nadinha']","negativo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['fan', 'give', 'opportun', 'belgium', 'survey', 'journalist', 'review', 'sport', '100', 'vote', 'cast', 'brazil']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['go', 'semifin', 'tonight', 'go', 'top', 'psilor', 'mountain', 'take', 'pictur']","positivo"
"['let', 'get', 'qf', 'parti', 'start', 'fifa', 'match', 'today']","positivo"
"['quot', 'sorcer', 'hexa', 'quot', 'pass', 'tri', 'give', 'kind']","neutro"
"['conjur', 'sort', 'amp', 'align', 'planet', 'listen', 'music', 'exit', '1986', 'sinc', 'morn', 'ordeal']","neutro"
"['quot', '4', '0', 'mr', 'ask', 'accord', 'cheer', 'quot', 'front', 'war', 'rechtsaußen', 'joh']","neutro"
"['littl', 'brazil', 'music', 'today', 'jesu', 'humili', 'satan', 'quot', 'come', 'faith']","positivo"
"['brazil', 'two', 'goal', '1', 'brazil', 'two', 'goal', '1', 'brazil', 'two', 'goal', '1', 'brazil']","positivo"
"['way', 'cours', 'use', 'even', 'seem', 'tosco']","negativo"
"['look', 'footbal', 'today', 'look', 'back', 'two', 'massiv', 'match']","positivo"
"['tea', 'passion', 'fruit', 'calm', 'psycholog', 'game']","neutro"
"['love', 'fur', 'iuri', 'julguem']","positivo"
"['know', 'brazilian', 'player', 'score', 'hat', 'trick', 'sinc', '1958', '17', 'score']","neutro"
"['alreadi', 'begin', 'rememb', 'hate', 'brazil']","negativo"
"['brazil', 'win', 'belgium', 'lose', 'brazil', 'win', 'belgium', 'lose', 'brazil', 'win', 'belgium', 'lose', 'brazil']","positivo"
"['someon', 'warn', 'globe', 'sorcer', 'sim', 'psycho', 'hexa']","neutro"
"['arriv', 'live', 'room', 'search', 'friend']","neutro"
"['neymar', 'like', 'hazard']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['time', 'aiaiai', 'come', '2x1', 'belgium', 'come', 'win', 'bolão']","positivo"
"['littl', 'brazil', 'music', 'today', 'jesu', 'humili', 'satan', 'quot', 'come', 'faith']","positivo"
"['arriv', 'live', 'room', 'search', 'friend']","neutro"
"['finger', 'gritari', 'mermão', 'young', 'cum']","positivo"
"['let', 'get', 'qf', 'parti', 'start', 'fifa', 'match', 'today']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['win', 'brazil', '0', '2']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['two', 'power', 'hous', 'collid', 'tonight', 'got']","positivo"
"['sorcer', 'hexa', 'canarinho', 'gun', 'brazil', 'best', 'crowd', 'cup']","positivo"
"['master', 'believ', 'na', 'select']","positivo"
"['guy', 'hexa', 'lockscreen', 'trio', 'hexa', 'someon', 'want', 'call', 'dm', 'send']","neutro"
"['equip', 'terciu', 'mundista', 'latin', 'american', 'european', 'win', 'world', 'sinc', '1990', 'geopoli']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['still', 'doubt', 'hexa', 'come']","positivo"
"['price', 'lament', 'see', 'littl', 'face', 'upset', 'casemiro', 'bar']","neutro"
['matchdaaaaaaay'],"positivo"
"['bolão', 'class', 'perceiv', '5', 'year', 'child', 'argentina', 'vindict', 'sim']","neutro"
['hello'],"positivo"
"['believ', 'made', 'fan', 'macabr', 'danc', 'canari', 'gun', 'kkkkkkkkk', 'sim', 'hexa', 'come', 'pau', 'give']","positivo"
"['saw', 'video', 'footag', 'final', 'get', 'team', 'bu', 'hotel', 'room', 'delay', 'writh', 'pavement']","neutro"
"['sorcer', 'station', 'curs', 'belgium']","neutro"
"['capybara', 'brazilian', 'eat', 'chocol', 'belgian', 'u3000', '¾', 'u3000', 'u3000', 'u3000', 'u3000', 'u3000', 'u3000', 'u3000', 'u3000', 'u3000', 'u3000', 'u3000', 'u3000', 'u3000', 'u3000', 'u3000', 'u3000', 'u3000']","neutro"
"['back', 'two', 'massiv', 'match', 'today', 'watch']","positivo"
"['quot', 'sorcer', 'hexa', 'quot', 'pass', 'tri', 'give', 'kind']","neutro"
"['guess', 'match', 'result', 'comment']","neutro"
"['gimenez', 'tt', 'rememb', 'luciana', 'gimenez', 'mother', 'luca', 'jagger', 'son', 'mick', 'jagger']","neutro"
"['weather', 'alreadi', 'best', 'brazil', 'neymar', 'read', 'psalm', '12', 'vers', '5', 'amen', 'everybodi']","positivo"
"['littl', 'brazil', 'music', 'today', 'jesu', 'humili', 'satan', 'quot', 'come', 'faith']","positivo"
"['hexa', 'sim']","positivo"
"['guy', 'hexa', 'lockscreen', 'trio', 'hexa', 'someon', 'want', 'call', 'dm', 'send']","neutro"
"['kkkkk', 'love']","positivo"
"['exhibit', 'hate', 'brazil', 'amassa', 'gringo', 'na', 'footbal', 'boot', 'rage', 'give', 'twist', 'entir', 'togeth', 'brazil']","negativo"
"['beat', 'strong', 'green', 'yellow', 'heart']","neutro"
"['yuri', 'pass', 'na', 'tml', 'bless', 'game', 'today', 'master', 'one', 'russian', 'brazilian', 'today', 'brazil']","positivo"
['amen'],"positivo"
"['caution', 'touch', 'live', 'stream', 'gt']","neutro"
"['rt', 'kind', 'brazil', 'game', 'today']","positivo"
"['show', 'even', 'make', 'support', 'tonight']","neutro"
"['thiago', 'silva', 'like', 'alderweireld']","neutro"
"['cours', 'travez']","neutro"
"['hexibl', 'top']","positivo"
"['canari', 'fan', 'psycho', 'danc', 'pagodinho', 'would', 'say', 'hexa', 'bless']","positivo"
"['lot', 'hope', 'follow', 'would', 'spectacl', 'small', '90', 'minut']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['quot', '4', '0', 'mr', 'ask', 'accord', 'cheer', 'quot', 'front', 'war', 'rechtsaußen', 'joh']","neutro"
"['receiv', 'pan', 'frigideira', 'polishop', 'anti', 'member', 'flavorston', 'philip', 'wall', 'hexa']","positivo"
"['fuck', 'car', 'good']","positivo"
"['god', 'want', 'belgium', 'stay', 'back', 'fight', 'dad', 'heaven', 'command', 'today', 'brazil', 'x', 'belgium', 'brazil']","neutro"
"['anxieti', 'take', 'account', 'hymn', 'sung', 'hour', 'boy', 'ney', 'littl', 'coutinho', 'firm', 'galvão', 'speak']","neutro"
"['neymar', 'like', 'hazard']","neutro"
"['hunch', 'game', '3x2', 'brazil', 'let', '39', 'go', 'rip', 'apart', 'belgian']","neutro"
"['canari', 'fan', 'psycho', 'danc', 'pagodinho', 'would', 'say', 'hexa', 'bless']","positivo"
"['2', '1', 'goal', 'scorer', 'neymar', 'amp', 'lukaku']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['dream', 'see', '2', 'imag', 'less', '24', 'h']","neutro"
"['wazebelgium', 'go', 'yet', 'lap', 'give', 'new', 'give', 'background']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['lukaku', 'like', 'jesu']","neutro"
['predict'],"neutro"
"['come', 'see']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['small', 'amp', 'cute', 'akoedjiewoedji']","neutro"
"['rt', 'kind', 'brazil', 'game', 'today']","positivo"
"['neymar', 'theater', 'deposit', 'brazil', 'belgium', 'becom', 'art', 'transfer']","negativo"
"['feel', 'pressur', 'ascend', 'wager', 'quick', 'sure', 'victori', 'belgian', '3', '80', 'feel', 'span', 'also', 'rise']","neutro"
"['prayer', 'cup', 'mr', 'jesu', 'brazil', 'need', 'win', 'today', 'peopl', 'zoou', 'way', 'medium', 'world', 'countri', 'one', 'g']","positivo"
"['today', 'brazil', 'russia', 'chanc', 'crowd', 'brazilian', 'prove', 'best', 'world']","positivo"
"['exhibit', 'hate', 'brazil', 'amassa', 'gringo', 'na', 'footbal', 'boot', 'rage', 'give', 'twist', 'entir', 'togeth', 'brazil']","negativo"
"['arriv', 'live', 'room', 'search', 'friend']","neutro"
"['guy', 'hexa', 'lockscreen', 'trio', 'hexa', 'someon', 'want', 'call', 'dm', 'send']","neutro"
"['expect', 'joy']","positivo"
"['canari', 'fan', 'psycho', 'danc', 'pagodinho', 'would', 'say', 'hexa', 'bless']","positivo"
"['academi', 'award', 'best', 'actor', 'goe']","neutro"
"['would', 'see', 'semi', 'final', 'team', 'franc', 'belgium', 'love', 'brazil']","neutro"
"['question', 'mascot', 'peopl', 'wash', 'belgium', 'want', 'twist', 'capiroto']","negativo"
"['receiv', 'pan', 'frigideira', 'polishop', 'anti', 'member', 'flavorston', 'philip', 'wall', 'hexa']","positivo"
"['exhibit', 'hate', 'brazil', 'amassa', 'gringo', 'na', 'footbal', 'boot', 'rage', 'give', 'twist', 'entir', 'togeth', 'brazil']","negativo"
"['uh', 'hope', 'today', 'brazil']","positivo"
"['yuri', 'pass', 'na', 'tml', 'bless', 'game', 'today', 'master', 'one', 'russian', 'brazilian', 'today', 'brazil']","positivo"
"['look', 'arriv', 'stadium']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['hexa', 'come', 'hate', 'pau', 'give', 'belgium']","negativo"
"['come', 'see']","positivo"
"['exhibit', 'hate', 'brazil', 'amassa', 'gringo', 'na', 'footbal', 'boot', 'rage', 'give', 'twist', 'entir', 'togeth', 'brazil']","negativo"
"['lack', 'meni', 'two', 'hour']","neutro"
['brazil'],"neutro"
"['let', 'go', 'time', 'join', 'sign', 'tonight']","positivo"
"['arriv', 'live', 'room', 'search', 'friend']","neutro"
"['matchday', '20', '00', 'time']","neutro"
"['exhibit', 'hate', 'brazil', 'amassa', 'gringo', 'na', 'footbal', 'boot', 'rage', 'give', 'twist', 'entir', 'togeth', 'brazil']","negativo"
"['sorcer', 'russian', 'new']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['tick', 'casemiro']","neutro"
"['believ', 'made', 'fan', 'macabr', 'danc', 'canari', 'gun', 'kkkkkkkkk', 'sim', 'hexa', 'come', 'pau', 'give']","positivo"
"['omg', 'ultim', 'even', 'gener', 'ad', 'free', 'free', '9gagger', 'unit', 'new']","positivo"
"['ai', 'car', 'fear']","negativo"
"['get', 'readi', 'match']","positivo"
